Project Number,year,papersNum
5R01CA182405-02,2,0
2R01CA104125-11A1,11,2
5R01GM077635-08,8,33
1R01CA196205-01A1,1,0
5R01AR062002-04,4,0
5R01AI068741-09,9,0
5R01MH094148-04,4,0
5R01HL111266-04,4,0
5R01AR065479-02,2,0
3R01CA122677-09S1,9,0
5R01EB006834-08,8,7
5R01DK018477-40,40,0
5R01LM011169-04,4,1
5R01ES020766-05,5,0
5R01NS082271-03,3,0
5R01HL109785-04,4,0
1R01GM112895-01,1,0
5R01CA158209-04,4,2
5R01HD080670-02,2,0
1R01AG049711-01,1,0
5R01NR013492-04,4,1
5R01NS069861-06,6,0
5R01GM097356-05,5,0
5R01MH103761-02,2,0
5R01DC007658-09,9,0
1R01AG047290-01A1,1,0
1R01MH105675-01A1,1,0
5R01DA032513-05,5,0
1R01ES024872-01,1,0
5R01NS034958-20,20,1
1R01AG051390-01,1,0
5R01NS034407-20,20,0
5R01DE023578-02,2,0
2R01ES006189-21A1,21,0
1R01AI110708-01A1,1,0
1R01GM112108-01A1,1,0
5R01GM105004-03,3,10
5R01GM063919-14,14,9
5R01AI102778-03,3,0
5R01AI018045-35,35,0
1R01HL125603-01A1,1,0
2R01DA024070-06,6,0
5R01DK095140-04,4,3
5R01DE021863-03,3,5
5R01GM053275-21,21,1
5R01CA159144-05,5,1
5R01HL111195-04,4,0
5R01DA035054-03,3,0
5R01NS076291-05,5,0
5R01CA160251-05,5,4
5R01GM046498-25,25,0
2R01CA138744-06A1,6,2
3R01GM095977-03S1,3,0
5R01NR014221-02,2,0
5R01ES007171-17,17,0
5R01GM062300-15,15,0
1R01HL127022-01,1,0
1R01MH108385-01,1,0
2R01NS051710-11A1,11,5
5R01AR059847-05,5,3
2R01MH067121-11A1,11,0
1R01AR066676-01A1,1,0
5R01HL089221-07,7,15
5R01NS051247-11,11,16
5R01NS038526-17,17,0
3R01GM111027-18S1,18,0
5R01AA013650-12,12,0
5R01CA172455-03,3,7
5R01GM108022-08,8,0
5R01GM061988-10,10,1
5R01ES019587-05,5,21
5R01HD071100-04,4,7
5R01AG044793-02,2,2
3R01GM104412-02S1,2,1
1R01DK105133-01A1,1,0
5R01DK102188-02,2,1
5R01HL113216-03,3,1
7R01GM083136-08,8,1
5R01GM097213-05,5,0
5R01DK095498-03,3,2
5R01DC000633-27,27,1
1R01HL122166-01A1,1,0
5R01CA077816-17,17,0
5R01CA157664-05,5,9
1R01DK101941-01A1,1,0
5R01CA189524-02,2,1
1R01NR015446-01,1,0
1R01DC014450-01,1,0
1R01DA037496-01A1,1,0
3R01AR063642-02S1,2,3
1R01EB020527-01A1,1,1
5R01GM080670-07,7,6
5R01GM079383-06,6,1
5R01MD008979-02,2,0
5R01NS055193-07,7,7
5R01CA172492-03,3,1
5R01HG002385-14,14,1
5R01CA176830-03,3,1
5R01DK092474-05,5,0
5R01GM069657-08,8,0
5R01AI102922-02,2,0
5R01HL106089-05,5,1
5R01HD070886-05,5,0
5R01EY022974-03,3,0
5R01DA036596-02,2,0
5R01EY017294-08,8,8
9R01GM117837-06,6,0
5R01CA084488-17,17,1
5R01AI079059-08,8,0
5R01AR050429-11,11,0
5R01AI099479-03,3,0
5R01AI037657-19,19,1
5R01AR066361-02,2,0
1R01CA187923-01A1,1,0
5R01HL114518-03,3,0
5R01AI071116-07,7,0
5R01DA033468-04,4,0
5R01DK098134-02,2,0
7R01DE022820-03,3,0
5R01HG006695-03,3,2
3R01GM068803-11S1,11,1
3R01AI098713-04S1,4,0
1R01AI122797-01,1,0
1R01NS091102-01A1,1,0
5R01AA012277-15,15,1
5R01GM069883-10,10,2
5R01DE021697-05,5,2
5R01GM022939-39,39,0
5R01EY015165-10,10,1
5R01GM113238-02,2,1
1R01CA184277-01A1,1,0
5R01HL033610-30,30,0
5R01HL112225-04,4,1
5R01DC009607-07,7,12
1R01GM112225-01A1,1,0
1R01EY025253-01,1,0
5R01CA161048-04,4,0
5R01AI065361-09,9,3
5R01CA166646-03,3,6
5R01CA168700-04,4,2
5R01AI101251-03,3,0
5R01HD075822-03,3,0
5R01NS062792-07,7,2
5R01CA129102-07,7,0
1R01MH109320-01,1,0
5R01AR064195-03,3,5
5R01MH099180-03,3,2
1R01AA023483-01A1,1,0
5R01CA151845-05,5,1
5R01GM112409-02,2,0
5R01HL120854-02,2,0
5R01GM094357-05,5,5
1R01HD082166-01A1,1,0
7R01DC013626-02,2,0
5R01DK099653-03,3,0
5R01NS073596-05,5,0
5R01EY015560-09,9,0
2R01GM058272-17A1,17,2
5R01AI110764-02,2,0
5R01CA135101-06,6,0
5R01DA037866-02,2,3
5R01MH103230-02,2,0
1R01EB019006-01A1,1,0
5R01DC011490-15,15,3
1R01CA189947-01A1,1,0
3R01DK093386-04S1,4,0
5R01HL034594-29,29,7
5R01CA177898-02,2,0
1R01AI116379-01A1,1,1
5R01HL112996-03,3,0
5R01CA169072-04,4,1
1R01CA191317-01A1,1,0
5R01NR010006-08,8,0
1R01NS095029-01,1,0
3R01GM067758-11S1,11,5
5R01AI112443-02,2,1
5R01GM103876-03,3,0
5R01CA160254-04,4,0
5R01DK093793-04,4,1
5R01EY022147-04,4,0
5R01GM080753-09,9,1
1R01GM114462-01A1,1,0
5R01HL124417-02,2,0
1R01NS095655-01,1,0
2R01AI054643-11A1,11,0
5R01NS089583-02,2,0
5R01DK100405-02,2,4
1R01HL124262-01A1,1,1
5R01NS081746-02,2,0
5R01HL114784-03,3,0
1R01CA192402-01A1,1,0
5R01MH077542-09,9,2
5R01DK100246-02,2,0
2R01AG037491-06,6,0
5R01AI063428-10,10,5
5R01HL120952-02,2,2
5R01MH098744-03,3,2
5R01MH104446-02,2,0
5R01DK103729-02,2,0
5R01CA169117-03,3,0
1R01HL127969-01A1,1,0
5R01NS082570-03,3,1
7R01NR013332-05,5,0
5R01GM107172-03,3,1
2R01GM062968-10,10,0
5R01DA034589-02,2,0
1R01GM117838-01,1,1
1R01CA197139-01,1,0
5R01AG039420-05,5,0
5R01DK080751-09,9,0
1R01DA040487-01A1,1,0
3R01DA035054-03S1,3,0
5R01DE014749-11,11,0
5R01CA179440-03,3,2
5R01NS081121-04,4,0
1R01HL129008-01,1,0
2R01AG026484-11A1,11,10
5R01MH096748-04,4,0
5R01GM107435-03,3,0
5R01CA184585-02,2,0
2R01HL066088-15A1,15,0
7R01ES021447-04,4,1
1R01DC014092-01A1,1,2
5R01AI097064-05,5,0
5R01DA032254-03,3,2
5R01HL116511-03,3,0
5R01AI077571-07,7,0
5R01NS079697-03,3,0
2R01GM076477-09,9,0
2R01DK079895-09,9,0
1R01DK106266-01,1,0
5R01HD080601-02,2,0
5R01CA150142-05,5,1
5R01HD075863-03,3,1
3R01HD078127-03S1,3,0
5R01GM040602-27,27,2
5R01NS032057-22,22,0
5R01GM111672-02,2,2
1R01GM115718-01,1,1
1R01DE023555-01A1,1,0
2R01GM065383-13,13,0
3R01GM082989-08S1,8,0
5R01NS060115-08,8,0
5R01HD023412-25,25,0
5R01DA034777-02,2,0
5R01CA178162-03,3,0
5R01AR064197-02,2,0
5R01DK084033-06,6,7
5R01DA031285-04,4,4
5R01NS089742-02,2,1
5R01CA070297-16,16,3
5R01DE012505-18,18,0
5R01NS038118-14,14,2
5R01DC010135-05,5,0
1R01MH105355-01A1,1,0
5R01GM108885-02,2,0
2R01GM056836-18,18,0
5R01AA021287-04,4,1
5R01DK093399-03,3,2
5R01GM105696-02,2,0
2R01DK013499-46A1,46,0
1R01DA039775-01,1,0
5R01MH098738-04,4,0
5R01CA134777-05,5,9
5R01EB016977-02,2,0
5R01AR063650-03,3,0
5R01CA187040-02,2,0
5R01GM108346-04,4,0
1R01AI117064-01,1,0
5R01CA148772-05,5,0
5R01NS032385-19,19,0
5R01CA170298-04,4,0
1R01DC014589-01A1,1,0
5R01NS087149-02,2,0
1R01HL126747-01A1,1,0
5R01CA164993-04,4,1
1R01CA193776-01,1,0
5R01CA162401-03,3,0
5R01DK101507-02,2,0
5R01GM085335-08,8,2
5R01CA181699-02,2,0
5R01AI101229-03,3,2
5R01GM088886-05,5,4
5R01AR064036-04,4,0
5R01AI114320-02,2,0
5R01CA172145-04,4,1
5R01AG046929-03,3,0
7R01CA166955-03,3,0
5R01NS075839-04,4,0
5R01NS071463-05,5,6
1R01NS092652-01,1,0
2R01DK048498-20A1,20,1
2R01HL038180-29A1,29,0
5R01GM097142-04,4,0
5R01CA175744-03,3,0
5R01EY016187-10,10,0
5R01DA034252-04,4,3
5R01HL114951-05,5,2
5R01CA106150-10,10,0
5R01MH096027-04,4,1
5R01DK081646-08,8,0
1R01HL123526-01A1,1,1
2R01NS057198-06A1,6,1
5R01HL079339-10,10,0
5R01AA020992-04,4,3
1R01HD081078-01A1,1,0
5R01DC011550-05,5,3
5R01EY008538-25,25,0
5R01AI093727-05,5,0
5R01AI093967-05,5,1
5R01NR013378-04,4,0
2R01GM076430-10,10,0
1R01HL129178-01,1,0
5R01NS073664-05,5,1
5R01DK102635-02,2,1
5R01EY019029-07,7,0
5R01MH100028-04,4,0
1R01CA206187-01,1,0
5R01GM078553-08,8,4
5R01HL115964-04,4,0
5R01EY017673-07,7,2
5R01AI032956-24,24,0
2R01DK058088-14,14,14
1R01NS092695-01,1,0
2R01GM056324-18,18,0
1R01DK104897-01,1,0
5R01DK100422-02,2,0
5R01GM044530-23,23,0
5R01HL105427-05,5,1
5R01GM098616-04,4,1
5R01DK051362-19,19,0
5R01GM107442-02,2,0
5R01DA034021-03,3,0
1R01HG008150-01,1,1
5R01DK103872-02,2,0
5R01MH102063-03,3,0
5R01AG008200-26,26,1
5R01AA021978-02,2,3
5R01AR060217-05,5,1
5R01AG039449-04,4,9
2R01GM049369-22,22,0
5R01NS075487-05,5,7
1R01NS083542-01A1,1,0
5R01DK069710-12,12,1
5R01ES020852-05,5,1
5R01AR060949-04,4,1
1R01HL122596-01A1,1,0
5R01AG041868-03,3,0
5R01CA155226-05,5,1
5R01CA163890-04,4,1
5R01EB007047-08,8,4
1R01HL124170-01A1,1,0
5R01CA047148-28,28,0
5R01DK039994-25,25,0
5R01EY014439-12,12,3
5R01AG040133-04,4,1
5R01HD074261-04,4,0
5R01EB013293-04,4,6
5R01GM111864-02,2,0
5R01DK100257-03,3,1
5R01DK100944-02,2,0
2R01GM053396-26,26,6
5R01EY007641-27,27,0
7R01CA121941-10,10,2
5R01MH096066-04,4,0
2R01CA100062-11A1,11,1
5R01HL120160-03,3,0
5R01EY023219-03,3,0
5R01AI063365-10,10,0
3R01ES021369-03S1,3,3
5R01HL071568-12,12,10
5R01NR013861-04,4,0
5R01DC005991-10,10,1
5R01CA076167-12,12,0
5R01EY021620-03,3,0
2R01HL074180-10A1,10,0
1R01DK104130-01A1,1,1
5R01EB018896-02,2,0
5R01DK067003-12,12,0
5R01EY013124-15,15,2
5R01GM088252-05,5,0
5R01GM100143-04,4,0
1R01AR066616-01A1,1,0
3R01MH102313-02S1,2,0
5R01AA022449-02,2,0
5R01DA007606-24,24,0
1R01DA039522-01A1,1,0
5R01AG044796-02,2,0
2R01HL093339-06A1,6,15
5R01DE019631-05,5,0
5R01DA034022-02,2,1
5R01ES011858-24,24,1
5R01HD074949-03,3,0
5R01NS079429-02,2,0
1R01AG048017-01A1,1,0
5R01HL111842-04,4,0
5R01TW009231-03,3,0
1R01GM112923-01,1,0
5R01CA165284-03,3,0
5R01HL117256-02,2,0
5R01DK098584-03,3,0
5R01DA033425-04,4,0
2R01ES013768-09A1,9,0
5R01DA036061-02,2,0
5R01GM074737-10,10,1
5R01DA037176-02,2,0
5R01DK089883-05,5,0
5R01AA005524-33,33,1
5R01CA178039-03,3,0
1R01NS089633-01A1,1,0
5R01HL084516-07,7,0
1R01AI116441-01,1,0
5R01GM098316-04,4,21
5R01GM061629-16,16,0
6R01DK079974-09,9,0
1R01DK104072-01,1,0
5R01HL095010-07,7,0
5R01EY023570-03,3,0
2R01HL105550-05A1,5,1
1R01AR066200-01A1,1,0
5R01AI073450-07,7,3
5R01GM112048-02,2,0
5R01AR065538-02,2,1
5R01GM053008-19,19,10
5R01GM108751-02,2,0
5R01GM098453-04,4,6
5R01MH053327-20,20,0
5R01ES021800-02,2,7
1R01GM114053-01,1,0
5R01DA020892-06,6,1
5R01GM082137-08,8,0
5R01CA161585-04,4,2
5R01NS078086-04,4,8
1R01HL126905-01,1,0
5R01CA182495-02,2,0
5R01AI096836-04,4,0
5R01HL117885-02,2,0
5R01GM108712-02,2,0
5R01HL122130-02,2,0
5R01HD079467-02,2,0
5R01GM097014-04,4,0
5R01MH095860-04,4,0
5R01GM105637-03,3,0
1R01AI124217-01,1,0
5R01ES023168-03,3,0
1R01HD082129-01A1,1,0
2R01AR059130-06,6,17
5R01GM113640-02,2,0
1R01HL126952-01,1,0
1R01HD082211-01A1,1,0
1R01MH107235-01,1,1
5R01HL112625-04,4,4
5R01DK095748-03,3,0
2R01HL055438-18A1,18,0
5R01EY015298-10,10,0
5R01CA130893-08,8,11
5R01HD037078-18,18,0
5R01AG041781-03,3,2
3R01GM084040-08S1,8,4
5R01GM083137-08,8,1
5R01EB020367-02,2,0
6R01AI116665-02,2,1
5R01DC011311-05,5,0
5R01NS076491-05,5,1
5R01CA184211-02,2,0
5R01GM101066-03,3,0
1R01HD083829-01,1,0
5R01HL112914-03,3,3
5R01HL110380-04,4,1
1R01AI116744-01,1,2
3R01CA178414-03S1,3,0
5R01HL088554-07,7,0
5R01DE022340-04,4,0
1R01GM114167-01,1,0
3R01HL120393-02S1,2,12
1R01GM111933-01A1,1,0
1R01GM114405-01,1,0
1R01MH105414-01,1,0
2R01GM090161-06,6,1
5R01GM100156-03,3,0
5R01HL108949-04,4,1
5R01DK098231-03,3,0
5R01DK091565-05,5,0
5R01HL108350-04,4,1
5R01GM101353-03,3,0
5R01CA164533-03,3,0
5R01HL115988-03,3,0
1R01AI116610-01A1,1,0
2R01DA017392-11A1,11,0
5R01CA177932-03,3,0
5R01HL119046-02,2,0
6R01DK098408-04,4,0
5R01NS087516-02,2,1
3R01DE024522-01S1,1,0
5R01AR060964-04,4,0
5R01AI049313-15,15,1
5R01CA163498-04,4,1
5R01MH051393-23,23,0
5R01AI079293-07,7,2
5R01EB009062-06,6,15
5R01HL122375-02,2,0
5R01GM101502-04,4,0
5R01CA152312-05,5,0
5R01NS085002-02,2,1
5R01DK098744-04,4,0
5R01NS075375-02,2,0
5R01EY007360-28,28,0
5R01GM100740-04,4,0
5R01DA015353-09,9,0
5R01CA184717-02,2,0
5R01GM081772-08,8,2
5R01DA030796-05,5,1
5R01CA169244-04,4,1
5R01NS076759-05,5,4
5R01NS077004-02,2,1
3R01CA165284-03S1,3,0
2R01DA026424-07,7,1
2R01GM098672-05,5,14
3R01MH054137-19S1,19,1
5R01MH102313-02,2,0
5R01NR014430-03,3,2
5R01AI093570-04,4,0
5R01EY021590-05,5,0
5R01AI097518-04,4,0
5R01MH096776-03,3,1
5R01MH099099-03,3,0
5R01DA031030-05,5,0
5R01DA037440-04,4,0
5R01AG046544-02,2,0
5R01MH103284-02,2,0
7R01CA172786-02,2,0
5R01HL090036-10,10,0
5R01GM109487-02,2,1
5R01DA007304-24,24,0
5R01HD075665-04,4,4
5R01CA130995-08,8,0
5R01AI032223-20,20,0
5R01AG041147-05,5,1
5R01EY023164-03,3,0
5R01AI067380-10,10,0
1R01GM114297-01A1,1,0
5R01DK095684-03,3,1
1R01CA194663-01,1,4
5R01AI068041-09,9,1
5R01EY023320-03,3,0
5R01NS052274-07,7,22
5R01HL113601-04,4,5
5R01AI044902-14,14,2
5R01HL083126-09,9,0
5R01GM099873-04,4,0
2R01HL074011-13,13,0
5R01AA015731-09,9,19
5R01AI021747-30,30,0
5R01HL111455-03,3,0
5R01CA164062-04,4,0
5R01AI030048-24,24,1
1R01EY024315-01A1,1,0
3R01GM086430-07S1,7,1
5R01CA172398-03,3,0
5R01AG047644-02,2,2
5R01HL116863-03,3,1
1R01AR066562-01A1,1,0
5R01CA108697-10,10,1
5R01AI106842-02,2,2
2R01HL058493-18,18,1
5R01EY015480-10,10,0
5R01CA152329-05,5,0
6R01NS079750-05,5,0
5R01LM011663-02,2,7
5R01NS076503-07,7,1
5R01DK094796-04,4,9
5R01CA163930-04,4,1
1R01GM116903-01,1,0
1R01AI113320-01A1,1,0
5R01EY023568-03,3,0
5R01NS079775-03,3,1
2R01NS023970-26A1,26,0
3R01GM069971-10S1,10,0
5R01AR052743-10,10,0
5R01AG039409-05,5,1
5R01DE024394-02,2,0
3R01CA164509-04S1,4,3
1R01MH108186-01,1,1
5R01EY012106-15,15,0
5R01CA154419-05,5,1
3R01AI111899-02S1,2,0
5R01AG026526-05,5,3
5R01HD082736-12,12,0
2R01EY018640-07A1,7,0
5R01NS045940-11,11,0
7R01HL116995-03,3,0
5R01ES021007-04,4,0
3R01AA021978-02S1,2,3
5R01EY022928-02,2,3
5R01EY023557-02,2,2
5R01MH101307-02,2,0
5R01GM103600-02,2,0
5R01HL115560-05,5,5
5R01DK097837-10,10,0
2R01AG031108-06A1,6,9
5R01CA154377-05,5,9
5R01CA177884-03,3,0
7R01EY024384-02,2,0
3R01GM102503-01A1S1,1,2
2R01DK083452-06,6,0
5R01NR014153-03,3,0
5R01DK091718-04,4,0
5R01DE019456-07,7,8
5R01AI100604-04,4,1
5R01AG047671-02,2,0
1R01GM115879-01,1,0
5R01DE024523-02,2,0
5R01HL118408-04,4,0
5R01MH067068-13,13,0
3R01CA184473-01A1S1,1,0
5R01GM080642-09,9,8
1R01MD010255-01,1,0
5R01DK075555-08,8,0
5R01GM096164-04,4,1
5R01EY014681-07,7,1
5R01GM110113-02,2,0
7R01HL114405-03,3,1
5R01AI073756-09,9,0
5R01ES015339-08,8,1
5R01AG048015-02,2,0
5R01AI068787-09,9,3
5R01AI111477-02,2,0
3R01MH103831-03S1,3,1
1R01DK106718-01,1,0
3R01MH075017-08S1,8,0
5R01CA160256-04,4,0
5R01DC004199-17,17,0
2R01CA037157-32,32,0
5R01CA163592-04,4,2
5R01NS085426-02,2,0
5R01AI100933-05,5,1
1R01AR066050-01A1,1,0
5R01CA179424-02,2,0
5R01NS079345-03,3,0
5R01CA163705-03,3,5
3R01DK101050-02S1,2,1
5R01CA093999-14,14,0
1R01HL122711-01A1,1,0
5R01CA138698-06,6,0
5R01CA164605-04,4,0
1R01CA190170-01A1,1,0
5R01NS022625-29,29,0
5R01HL075662-12,12,3
3R01AG028709-09S1,9,5
5R01AI097548-03,3,3
5R01CA121138-10,10,0
1R01AR068593-01,1,0
5R01NS086312-03,3,13
5R01GM079139-07,7,2
5R01GM112008-02,2,2
1R01HL127349-01,1,0
5R01MH100173-03,3,2
7R01AI064184-12,12,2
6R01CA182284-03,3,0
2R01DC004260-17A1,17,0
1R01AA023786-01,1,0
2R01DA024716-06A1,6,9
1R01MH107418-01,1,0
5R01DC012317-03,3,2
5R01GM100335-04,4,9
5R01AI100012-04,4,0
5R01HL034161-26,26,0
5R01DK100490-02,2,0
5R01AR063630-03,3,0
6R01MH099427-04,4,1
5R01EY018966-07,7,1
5R01EY010542-20,20,0
5R01DK083414-05,5,0
5R01DK073495-11,11,0
5R01NS074999-06,6,3
5R01HL113931-04,4,4
2R01NS023945-23,23,0
5R01CA154460-05,5,1
5R01HL107555-04,4,0
5R01HL109025-04,4,2
5R01EY008120-23,23,0
5R01MH104438-02,2,2
5R01AT008336-02,2,1
5R01DE019245-07,7,1
5R01AG025465-10,10,0
5R01GM088656-06,6,5
5R01HD034860-19,19,0
5R01NS076856-04,4,7
5R01HL102472-05,5,2
5R01NS079739-04,4,0
3R01GM017151-41S1,41,0
5R01CA138808-06,6,0
5R01DA004494-28,28,0
5R01EY023336-03,3,0
5R01GM107058-03,3,0
5R01EY012498-15,15,1
5R01GM026017-39,39,0
3R01CA177167-03S1,3,0
6R01AI075647-21,21,0
5R01GM108962-02,2,0
5R01AI070603-10,10,1
5R01GM088242-07,7,0
5R01DK102889-02,2,0
5R01GM111116-02,2,1
5R01GM077336-08,8,1
5R01CA162393-04,4,0
5R01GM047458-24,24,0
1R01MH102854-01A1,1,0
5R01AI100759-04,4,0
5R01GM056414-17,17,0
1R01AG047932-01A1,1,0
1R01HL126171-01A1,1,0
1R01DK103637-01A1,1,0
5R01NS077767-04,4,2
5R01DA034604-03,3,1
5R01NS081033-04,4,0
5R01NS081687-03,3,0
5R01AG048172-02,2,0
5R01DC006914-10,10,1
5R01GM044783-23,23,0
5R01EB016101-03,3,1
5R01DE012873-15,15,0
1R01EY025286-01,1,0
5R01GM035527-31,31,0
5R01CA174388-04,4,16
5R01HL059367-14,14,1
7R01DK096549-04,4,7
5R01HL063348-16,16,0
5R01AG045551-02,2,3
5R01GM087377-06,6,3
5R01AI037988-20,20,0
3R01NS089868-02S1,2,0
1R01DK105916-01,1,0
3R01CA159811-04S1,4,0
3R01CA166450-03S1,3,2
5R01DK072126-10,10,2
1R01GM114582-01,1,0
5R01DA030344-04,4,1
1R01NS092096-01,1,1
5R01HL111401-04,4,0
5R01NR015371-02,2,0
5R01HL123953-02,2,2
3R01HL121365-02S1,2,1
1R01MH107459-01,1,0
5R01CA131582-06,6,1
5R01AI107250-02,2,1
5R01DC004428-14,14,0
5R01AI093717-05,5,0
5R01AI101171-03,3,4
5R01GM104180-03,3,0
5R01GM103551-05,5,1
3R01GM088343-04S1,4,0
3R01CA165574-04S1,4,0
5R01HL121007-02,2,0
5R01GM090278-06,6,0
5R01MH094698-05,5,0
1R01HL126028-01A1,1,4
5R01HL070029-13,13,0
5R01AI068977-09,9,0
5R01CA148805-05,5,2
5R01GM104325-03,3,0
5R01EB015497-04,4,1
1R01HL121068-01A1,1,0
5R01GM111380-02,2,0
5R01GM113233-02,2,0
1R01GM117617-01,1,0
3R01NS077239-03S2,3,0
5R01CA158283-05,5,4
5R01NS050537-12,12,0
5R01AI040614-17,17,0
5R01GM066170-13,13,8
5R01ES022191-05,5,2
5R01DA019631-08,8,4
5R01DK074867-09,9,0
5R01CA101864-10,10,3
5R01DA029630-04,4,0
1R01NS090677-01A1,1,0
5R01ES019604-05,5,1
1R01NS095355-01,1,2
5R01AI067678-08,8,0
5R01HL122531-02,2,0
1R01HL122302-01A1,1,0
2R01GM067858-13,13,7
2R01DK089312-05,5,1
7R01AR060913-05,5,0
5R01GM095881-04,4,7
5R01EY019049-08,8,7
5R01CA154364-05,5,1
1R01GM113657-01,1,0
5R01ES007062-17,17,1
5R01AG040060-05,5,6
5R01CA180061-03,3,0
1R01HL128714-01,1,2
5R01DC008964-07,7,3
5R01CA170006-03,3,0
5R01AI101285-03,3,2
5R01DC011291-05,5,0
1R01CA197792-01,1,2
3R01DC004285-11S1,11,0
5R01NS078501-04,4,2
5R01NS075245-04,4,0
5R01AG039684-05,5,1
5R01AG047645-02,2,2
2R01AR040864-26,26,1
5R01NS081772-05,5,2
1R01AI114728-01A1,1,0
5R01AI037277-24,24,0
5R01AG044376-03,3,0
5R01CA176579-02,2,0
5R01DK097241-02,2,1
5R01HD074574-02,2,0
5R01GM095977-03,3,0
1R01MH106510-01,1,4
5R01NS079433-04,4,0
5R01CA180150-03,3,0
1R01EY024667-01A1,1,0
5R01MH100258-02,2,1
5R01DK083525-05,5,0
2R01NS072427-07,7,10
1R01NS091195-01,1,0
5R01AI092825-05,5,4
7R01HL107196-10,10,1
1R01ES025216-01,1,0
5R01GM029764-32,32,0
5R01AI050059-11,11,0
3R01HD061265-05S1,5,0
5R01NS081555-03,3,0
5R01AG030149-07,7,2
5R01CA172138-03,3,2
5R01DK098361-02,2,0
5R01GM104306-03,3,0
5R01AI074345-07,7,2
5R01GM108826-03,3,0
1R01CA196639-01,1,0
2R01MH071666-12,12,0
1R01MH104086-01A1,1,0
5R01GM113243-02,2,1
5R01HL111089-04,4,0
5R01EY012135-15,15,0
5R01GM047446-23,23,0
2R01AI046712-16,16,0
2R01EY017313-06A1,6,0
1R01AI108407-01A1,1,0
5R01GM070539-12,12,1
5R01CA129562-06,6,0
5R01CA178264-02,2,0
5R01HL117986-03,3,1
5R01AI095632-04,4,0
5R01CA183974-02,2,0
5R01AA015203-10,10,0
5R01GM100467-05,5,1
1R01AI109096-01A1,1,0
5R01DK101942-02,2,1
5R01AI072360-08,8,3
1R01GM114588-01A1,1,0
5R01DK076118-08,8,7
5R01AI095307-04,4,0
5R01GM081433-07,7,6
5R01EY017916-09,9,1
5R01DK095911-03,3,0
1R01HD081361-01A1,1,0
5R01GM097350-05,5,2
5R01MH104423-02,2,0
5R01AI112595-02,2,0
5R01NS085023-02,2,3
5R01CA148639-05,5,1
3R01DA017846-09S1,9,0
7R01MH101054-03,3,0
5R01HD069427-05,5,1
5R01DK092939-05,5,3
5R01HD074253-04,4,2
5R01GM108043-02,2,0
5R01HL121323-02,2,0
1R01HL130669-01A1,1,0
5R01HL117639-03,3,1
5R01HL113395-02,2,0
5R01GM086632-07,7,0
5R01AI103228-03,3,1
1R01CA187052-01A1,1,0
5R01CA169188-04,4,0
5R01HL085218-09,9,0
5R01DC011818-05,5,2
1R01AI118694-01A1,1,0
2R01GM095817-05A1,5,0
5R01NR014451-02,2,0
1R01AG046460-01A1,1,0
5R01CA140956-05,5,0
5R01CA166741-04,4,0
3R01NS082240-02S1,2,1
5R01NS076885-04,4,0
5R01HL126547-02,2,0
5R01HL119215-03,3,1
5R01MH102238-02,2,0
3R01AG031867-07S1,7,10
5R01CA167677-16,16,11
5R01MH091100-05,5,0
5R01DA033997-04,4,0
5R01MH104555-02,2,1
1R01AR068157-01A1,1,1
5R01GM102308-05,5,1
1R01CA196304-01A1,1,2
5R01GM060493-14,14,1
1R01AR068987-01,1,1
5R01AI018785-31,31,0
5R01GM031819-30,30,0
5R01GM078450-09,9,1
2R01GM072528-10A1,10,1
5R01HL117078-03,3,2
5R01HL108123-04,4,0
5R01HD078501-02,2,0
5R01DK100425-02,2,0
5R01NS083378-13,13,2
5R01AR055256-09,9,3
1R01NS092650-01,1,0
5R01HD033487-18,18,0
1R01CA184724-01A1,1,1
5R01DK094933-04,4,0
5R01CA149425-05,5,2
5R01AG041655-04,4,0
5R01AG047652-02,2,0
5R01DE016593-09,9,13
5R01DA031059-04,4,8
5R01HD073967-04,4,0
5R01EY013528-15,15,16
1R01HL125865-01,1,0
5R01HL118369-02,2,0
3R01AI110310-02S1,2,0
5R01HD071958-04,4,0
5R01AI099009-03,3,0
5R01DK091277-04,4,0
5R01GM111507-02,2,0
2R01AI038446-21,21,3
5R01AI093450-06,6,4
5R01CA177796-03,3,0
5R01HL085317-09,9,1
5R01HD080492-02,2,0
5R01GM084251-06,6,0
5R01AI081848-05,5,3
2R01DE015347-09A1,9,0
1R01EY024972-01A1,1,0
5R01AG044829-02,2,2
5R01CA097096-12,12,0
2R01GM046883-23,23,0
3R01HL114912-04S1,4,0
5R01HD065955-05,5,10
5R01AI055472-22,22,2
2R01GM062823-13,13,0
1R01DK105531-01A1,1,0
5R01CA170533-04,4,0
5R01DK101643-02,2,0
5R01DA020553-08,8,1
5R01GM050860-21,21,3
5R01GM089732-06,6,0
5R01AI095094-04,4,3
5R01NS082553-02,2,0
5R01GM108348-03,3,3
5R01AR063733-03,3,0
5R01EY017182-07,7,8
5R01NS032123-19,19,1
5R01AA020836-03,3,0
5R01GM083335-09,9,1
1R01DA038616-01,1,0
1R01MH107205-01,1,0
6R01DK071111-09,9,2
5R01CA047056-35,35,0
1R01MH106532-01,1,0
5R01HL057244-18,18,0
5R01CA132641-17,17,0
5R01CA173754-03,3,2
2R01EY022305-04,4,4
5R01GM101983-04,4,2
5R01CA160104-05,5,0
5R01CA154998-05,5,1
7R01GM100909-04,4,1
2R01HL102035-06,6,2
5R01AI105035-03,3,0
