Project Number,year,papersNum
5R01NS082244-02,2,0
3R01CA164159-04S1,4,0
5R01AI091701-05,5,1
5R01HL125053-02,2,0
5R01HG003747-07,7,0
5R01MH104603-02,2,2
5R01MH098723-04,4,0
1R01AR064790-01A1,1,0
5R01HL109810-03,3,12
5R01MH100047-02,2,3
1R01HL128374-01,1,0
5R01GM040118-25,25,0
2R01EY018827-04A1,4,0
5R01DE017925-07,7,1
2R01CA066980-21,21,5
5R01CA192393-02,2,1
5R01GM056211-17,17,2
1R01NS087147-01A1,1,0
5R01DE022472-04,4,1
5R01HL124285-02,2,0
5R01HL117341-02,2,0
5R01CA085492-15,15,1
5R01DK096075-04,4,15
5R01DK064315-12,12,0
5R01AG043398-03,3,0
5R01HL111040-04,4,2
5R01AG046920-02,2,0
5R01DK097392-03,3,0
2R01NS069721-06,6,0
5R01CA154916-05,5,6
5R01EY019037-08,8,1
5R01MH096979-03,3,9
6R01AG031774-07,7,2
5R01GM111295-02,2,0
5R01CA169470-03,3,0
5R01EY018097-07,7,0
5R01NS065825-05,5,0
7R01AI113896-02,2,1
5R01MH091114-05,5,0
1R01DE024971-01A1,1,0
5R01AI110666-02,2,0
5R01DA032789-04,4,1
5R01DK098448-03,3,0
5R01AI107762-03,3,0
1R01DC014717-01,1,1
1R01EY025677-01,1,0
5R01CA159189-05,5,0
5R01DA032371-05,5,1
5R01EB014944-04,4,2
5R01AI083932-07,7,1
5R01AI104589-03,3,1
5R01AR048212-10,10,16
5R01MH101129-02,2,1
3R01GM103369-04S1,4,3
5R01GM065313-11,11,0
1R01HL126603-01,1,0
5R01DK092717-04,4,3
5R01MH096642-04,4,0
1R01NS094665-01,1,1
3R01ES020926-04S1,4,2
5R01HD074579-03,3,0
5R01AA012217-15,15,0
1R01GM102554-01A1,1,0
3R01MH102252-02S1,2,0
5R01AR064735-02,2,0
5R01EY002115-38,38,0
5R01DK084352-06,6,2
1R01CA181081-01A1,1,0
1R01DK103935-01A1,1,0
5R01DK075594-08,8,2
5R01AR064241-04,4,0
2R01CA136526-06A1,6,0
5R01HL070865-10,10,11
5R01GM107582-03,3,0
5R01HL117620-03,3,0
5R01NS042595-13,13,0
5R01DA019676-08,8,0
5R01CA152799-05,5,3
5R01AG041200-03,3,1
5R01DK041479-25,25,0
1R01AR064803-01A1,1,0
5R01GM092924-05,5,0
5R01DK071771-09,9,1
1R01CA192405-01A1,1,0
5R01NS072428-03,3,0
5R01GM070473-11,11,0
1R01GM111428-01A1,1,1
5R01CA172511-03,3,0
1R01HL126538-01A1,1,0
1R01HL129239-01,1,0
5R01CA163377-04,4,7
5R01NS060632-07,7,0
5R01GM087483-06,6,0
5R01HL112788-03,3,24
5R01AG040211-05,5,0
5R01NS075233-04,4,8
7R01HL047125-22,22,0
5R01HL112633-04,4,3
5R01NS075243-05,5,9
5R01HD069776-04,4,29
5R01DE021966-05,5,1
5R01AA019458-05,5,18
1R01DE023731-01A1,1,0
5R01AI091476-05,5,0
2R01HL047600-20A1,20,0
5R01NR013937-03,3,0
5R01ES020337-04,4,3
3R01CA168689-04S1,4,0
1R01GM113929-01,1,0
5R01NS038183-16,16,0
5R01HL109420-04,4,3
5R01CA164120-03,3,0
5R01DA022727-08,8,0
5R01GM032875-30,30,1
1R01NS092726-01A1,1,0
5R01AA013983-13,13,2
5R01DK098176-02,2,0
5R01GM059691-17,17,0
2R01DK055758-16A1,16,0
5R01HL119297-03,3,4
5R01CA162092-23,23,0
5R01AI099300-03,3,8
5R01HL017964-40,40,0
5R01HL113382-04,4,11
5R01DC004285-12,12,0
3R01CA159954-04S3,4,2
5R01HL119245-03,3,0
3R01CA120206-09S1,9,3
2R01DA026437-06A1,6,9
1R01HD080780-01A1,1,0
5R01DC004696-15,15,0
1R01HL128752-01,1,0
5R01NS047715-11,11,10
5R01GM088204-06,6,0
1R01EY023644-01A1,1,1
5R01CA178613-03,3,0
3R01MH103419-02S1,2,0
5R01DA038890-02,2,0
5R01NS076945-05,5,0
5R01AI097127-05,5,1
5R01CA170140-04,4,5
5R01NR012967-02,2,0
5R01NS077897-04,4,1
5R01EY023569-03,3,0
5R01MH094323-05,5,6
5R01HD075079-03,3,1
5R01HL104080-05,5,1
1R01CA187004-01A1,1,0
5R01DA012828-14,14,0
1R01CA190740-01A1,1,0
5R01GM087316-06,6,1
5R01ES022583-02,2,1
2R01AG022381-12A1,12,8
5R01HL083895-09,9,5
2R01AR048997-11A1,11,14
5R01DA035811-03,3,0
2R01DE019567-06A1,6,1
1R01HL126518-01,1,0
5R01NS073810-04,4,1
3R01AA012602-15S1,15,7
5R01AI106895-02,2,0
5R01AR060317-05,5,0
5R01HL088530-07,7,6
2R01GM093088-05A1,5,0
5R01DC001262-22,22,1
1R01GM112973-01A1,1,0
5R01HD061400-05,5,1
5R01AG041861-04,4,3
2R01DK085025-06A1,6,2
2R01HL105924-05,5,11
5R01DA034064-03,3,0
3R01HL093339-06A1S1,6,15
1R01DK103930-01A1,1,0
1R01AI117802-01,1,0
5R01DK078775-08,8,0
2R01MH085927-06A1,6,0
5R01EB017638-03,3,0
5R01GM106037-02,2,0
5R01AI047798-15,15,0
5R01GM108583-02,2,2
3R01CA095572-12S1,12,0
5R01AI111965-02,2,0
5R01AI109022-02,2,3
5R01AR061395-05,5,0
3R01GM098582-04S1,4,0
1R01CA195733-01,1,0
2R01GM092813-05,5,1
5R01HD070723-05,5,2
1R01HG008157-01A1,1,1
5R01AI028731-25,25,0
2R01GM081766-05A1,5,1
3R01DA025922-07S1,7,12
5R01GM101087-04,4,1
1R01EY025601-01,1,0
5R01HL117759-03,3,0
5R01DA033644-05,5,2
5R01CA151973-05,5,1
5R01AI103858-03,3,0
5R01CA169103-04,4,0
1R01AI112970-01A1,1,0
5R01GM104244-03,3,0
5R01GM110414-02,2,0
1R01NS094597-01,1,1
5R01AI100987-03,3,0
5R01CA142635-05,5,1
5R01GM084242-07,7,3
5R01HL105631-05,5,5
5R01EY004440-32,32,0
5R01HL106489-05,5,0
5R01HL077588-12,12,0
5R01AA022082-02,2,0
5R01DK096076-03,3,2
5R01CA168692-04,4,0
5R01CA167053-04,4,2
1R01HL124055-01A1,1,0
5R01NS055089-08,8,8
1R01AG048792-01,1,0
5R01HL079588-08,8,0
3R01AG042419-02S1,2,0
5R01HL112808-04,4,2
5R01EY021238-05,5,1
5R01CA182311-02,2,1
2R01NS069695-06,6,1
5R01DK100960-02,2,0
5R01NS080153-03,3,0
5R01GM108785-02,2,0
5R01EB014869-04,4,6
5R01HD064416-05,5,1
3R01GM081506-05S1,5,3
6R01NS046742-12,12,0
5R01GM078319-06,6,2
5R01DK078646-09,9,0
3R01NS082338-02S1,2,0
1R01NS091836-01,1,0
5R01DK069921-11,11,0
5R01DK060635-14,14,0
5R01DA025922-07,7,12
3R01DK059427-14S1,14,0
5R01AI093258-05,5,0
5R01HL069409-14,14,0
5R01HG007358-02,2,5
2R01AG030653-06A1,6,3
5R01AG042582-03,3,0
5R01DA035949-02,2,0
5R01HD074368-03,3,2
5R01ES023206-03,3,0
5R01GM099538-03,3,6
5R01GM108921-02,2,0
5R01AI105000-03,3,0
5R01DK081423-07,7,1
2R01DE017102-11,11,2
5R01MH096685-04,4,0
5R01MH100172-03,3,1
5R01HL111362-04,4,1
5R01CA111448-09,9,8
1R01GM114259-01,1,0
1R01GM115809-01,1,0
5R01EY022318-04,4,0
2R01MH068073-11A1,11,8
5R01CA154745-05,5,1
5R01HL107794-05,5,4
1R01AI118867-01,1,0
5R01HL113224-04,4,0
5R01CA154619-04,4,0
5R01AG041250-03,3,0
5R01GM093628-06,6,1
1R01EY025378-01,1,0
5R01MH096478-04,4,2
5R01CA077712-17,17,1
5R01MH103325-02,2,1
5R01NS039074-12,12,1
1R01GM115683-01,1,0
5R01GM062203-14,14,0
2R01HG006677-15A1,15,1
5R01GM104464-03,3,0
5R01CA177995-02,2,0
5R01NS076976-04,4,1
5R01HD020869-29,29,3
5R01NS074593-05,5,0
5R01AR059702-06,6,1
5R01CA130908-07,7,0
5R01AI072613-09,9,11
5R01GM105978-02,2,4
5R01AI108651-02,2,0
3R01DK049302-18S1,18,0
5R01NS072905-05,5,1
5R01CA068490-20,20,0
5R01DA017741-09,9,1
5R01CA163493-04,4,2
5R01GM110394-03,3,0
5R01MH096262-04,4,0
5R01CA180769-07,7,0
5R01DE006014-33,33,0
3R01DA023690-05S1,5,0
5R01ES023854-02,2,0
5R01AI092106-06,6,0
1R01GM111329-01A1,1,0
5R01HL123957-02,2,2
5R01HG007069-03,3,5
2R01GM026132-38,38,7
5R01AR062185-05,5,0
5R01GM080532-07,7,0
5R01ES020668-04,4,0
1R01HL128297-01,1,0
7R01AR066082-02,2,1
5R01DK097124-03,3,3
3R01GM107026-02S1,2,0
5R01CA172660-03,3,0
5R01CA177319-03,3,0
5R01NS080882-04,4,1
5R01GM063162-12,12,0
1R01GM102511-01A1,1,0
5R01AI099380-03,3,0
5R01HL071589-13,13,0
5R01DK096096-03,3,0
5R01CA163687-04,4,2
5R01AI067545-10,10,1
5R01MH091140-05,5,1
5R01GM084279-06,6,5
5R01EY021820-03,3,1
2R01NR013396-04,4,1
1R01GM114330-01A1,1,0
5R01CA077337-14,14,0
5R01NS084324-02,2,0
5R01CA170495-04,4,1
1R01DK104348-01A1,1,3
1R01EY025250-01,1,0
1R01AG049899-01,1,0
2R01HL058234-14A1,14,0
2R01DE018701-06A1,6,4
5R01MH104414-02,2,0
5R01HL122576-02,2,3
5R01GM088790-10,10,0
5R01DK049302-19,19,0
5R01AI078090-07,7,4
5R01AA020253-04,4,0
5R01DK090380-05,5,0
5R01EY017037-11,11,2
1R01CA186100-01A1,1,0
5R01DA036603-02,2,0
1R01CA193318-01,1,0
5R01EY017607-08,8,33
5R01DK059615-12,12,1
5R01AI071185-08,8,3
5R01EY022723-04,4,0
5R01HD074981-03,3,0
2R01HL087118-05A1,5,0
5R01NS039444-13,13,3
5R01GM105042-03,3,1
2R01AG037031-06A1,6,2
5R01DK098424-02,2,0
5R01AI114266-02,2,1
5R01GM099718-04,4,0
5R01GM095882-05,5,1
5R01EB003151-38,38,0
5R01AI051345-14,14,1
6R01CA170911-05,5,2
5R01AI110334-03,3,2
5R01HL109942-04,4,1
5R01DK068196-10,10,0
5R01DK070855-11,11,1
5R01GM074696-09,9,0
1R01GM114434-01,1,1
5R01AG046224-03,3,0
5R01AG040271-04,4,0
5R01HL108599-05,5,1
1R01AI116593-01,1,0
1R01GM107257-01A1,1,0
5R01NS074895-06,6,0
5R01AR052779-10,10,17
5R01CA096651-13,13,3
1R01CA206564-01,1,0
5R01CA166067-03,3,4
5R01DK034909-27,27,0
5R01ES019620-05,5,0
3R01HL089598-07S2,7,3
1R01GM110154-01A1,1,0
5R01DK083752-10,10,7
5R01HL101274-05,5,2
5R01AI092084-05,5,1
6R01AI097548-04,4,3
1R01HL128155-01,1,0
5R01HD050470-09,9,0
1R01HL128119-01,1,0
5R01GM097582-05,5,0
5R01AR055647-08,8,1
1R01EY025304-01,1,0
5R01NS084017-03,3,1
2R01ES016591-06A1,6,2
1R01AG047891-01A1,1,0
5R01EY019470-06,6,0
5R01DC004682-15,15,0
1R01HL128661-01,1,0
1R01GM114359-01A1,1,0
5R01DK090166-05,5,5
5R01NS064984-07,7,1
5R01CA160216-04,4,3
1R01DK104363-01,1,0
5R01CA191018-02,2,0
1R01ES025585-01,1,0
5R01AI110478-02,2,1
1R01DK103055-01A1,1,0
5R01HL123927-02,2,0
5R01DC009977-07,7,2
5R01AI101798-04,4,3
5R01AA021187-03,3,1
5R01CA165574-04,4,0
5R01DA038138-02,2,1
5R01CA094214-13,13,5
5R01HD080485-02,2,0
7R01AI065638-09,9,4
5R01MH060605-14,14,0
5R01CA179059-02,2,0
2R01LM010090-05,5,2
5R01CA098966-10,10,0
5R01GM110128-02,2,0
5R01HL114944-03,3,1
5R01AG020642-13,13,1
2R01GM029123-32,32,3
5R01DK090360-05,5,0
5R01ES011126-12,12,0
5R01AA021165-03,3,0
5R01AA023684-02,2,0
5R01AI100291-03,3,0
5R01HL114994-03,3,0
5R01HD039054-14,14,1
5R01MH090958-05,5,1
5R01DC011524-05,5,0
5R01AG045541-02,2,1
5R01GM099695-04,4,2
5R01HL045638-27,27,4
5R01CA156775-05,5,22
5R01EB008400-08,8,4
5R01AI090046-05,5,1
5R01GM075316-11,11,0
1R01CA196270-01A1,1,0
5R01HL108176-04,4,7
5R01DA035430-03,3,0
5R01NR013520-02,2,0
2R01HL031237-29A1,29,1
3R01GM066411-10S1,10,0
5R01AI060025-12,12,0
5R01NS079157-04,4,0
2R01AI087135-05,5,3
5R01GM084122-07,7,14
5R01CA195655-02,2,0
2R01HL096917-05,5,0
1R01CA190554-01,1,1
5R01AI093804-04,4,1
5R01GM061766-15,15,0
5R01ES023696-02,2,2
5R01HL086582-06,6,1
5R01AI108765-02,2,0
1R01NS094154-01,1,0
5R01AI050243-13,13,2
5R01DK077917-08,8,0
5R01DK090014-05,5,0
5R01AI090110-05,5,0
5R01CA088041-13,13,0
5R01AR062123-04,4,0
1R01EY023992-01A1,1,0
5R01GM037657-23,23,1
1R01AG046928-01A1,1,1
5R01AI089829-05,5,0
5R01NS044370-10,10,2
5R01MD007793-02,2,0
5R01AI098569-04,4,1
5R01NS034774-20,20,0
5R01HG002585-11,11,0
1R01HL125655-01,1,0
5R01AG027769-09,9,4
5R01GM027673-34,34,0
5R01HL113870-04,4,1
5R01AG029979-05,5,0
5R01NS082179-02,2,4
5R01NS084835-03,3,5
5R01GM099534-03,3,2
5R01GM099537-03,3,2
5R01HL103827-04,4,0
5R01NS041922-11,11,1
5R01HL032259-33,33,4
5R01NS079655-03,3,0
3R01MH091363-06S1,6,4
5R01CA151979-05,5,6
5R01DK100345-02,2,0
5R01DC009560-08,8,12
7R01AI099603-04,4,0
5R01HD072324-03,3,0
2R01MH077939-06A1,6,1
5R01EB002873-09,9,13
5R01EB009675-06,6,7
5R01EB003806-10,10,17
1R01GM112591-01A1,1,1
5R01CA131945-07,7,23
5R01GM076592-09,9,6
5R01CA152103-04,4,0
5R01CA087986-17,17,1
5R01CA157537-05,5,1
5R01HL110883-04,4,1
1R01CA193300-01,1,0
5R01HD072208-03,3,1
5R01HL113080-03,3,1
5R01AI113211-02,2,0
5R01HL116191-03,3,0
2R01EB002804-27,27,0
5R01AG047986-02,2,0
5R01MH107238-02,2,0
5R01EB009282-07,7,4
5R01CA156776-05,5,3
5R01CA181258-02,2,0
5R01CA108874-10,10,0
5R01MH095836-04,4,4
5R01DK080425-09,9,4
3R01DE011939-16S1,16,0
3R01MH101519-02S1,2,0
3R01DC002852-20S1,20,1
5R01NS078136-04,4,0
5R01EY013333-13,13,0
2R01AG033007-06A1,6,11
5R01GM106565-02,2,0
5R01MD007735-02,2,0
5R01HD076248-02,2,0
2R01HD046160-13A1,13,6
5R01CA135556-06,6,5
5R01CA161112-05,5,0
7R01DK099052-03,3,0
5R01DK087708-05,5,5
5R01AG023801-10,10,2
1R01CA197351-01,1,0
5R01GM103591-03,3,1
5R01DE023838-02,2,0
2R01GM096039-05,5,2
5R01DA031883-04,4,0
5R01DK047320-20,20,1
1R01DC014093-01A1,1,0
5R01CA169306-03,3,0
2R01GM090059-05,5,0
5R01DC013117-03,3,0
5R01DK098120-03,3,0
5R01GM063747-14,14,0
1R01AI110642-01A1,1,0
1R01DK102428-01A1,1,0
5R01CA155015-04,4,0
1R01CA188096-01A1,1,2
5R01NS033997-18,18,2
5R01MH100041-02,2,2
5R01GM103861-03,3,0
5R01NS040408-13,13,1
5R01EY022632-03,3,4
1R01HD083311-01A1,1,0
5R01AG009191-23,23,0
5R01GM111384-02,2,0
5R01HD075865-03,3,0
5R01GM077569-07,7,0
3R01GM069696-10S1,10,0
1R01DC014475-01,1,0
5R01NS080979-03,3,0
5R01CA154695-05,5,1
5R01DK065138-13,13,0
5R01DA034547-03,3,7
1R01CA190144-01A1,1,0
5R01CA178999-03,3,1
5R01ES024165-02,2,0
5R01GM041840-26,26,0
5R01EY009339-26,26,11
3R01DA022177-09S1,9,0
3R01DK038389-26S2,26,0
5R01MH097659-04,4,0
1R01DA038964-01,1,0
5R01CA164462-04,4,0
2R01EY014863-10,10,3
5R01GM113245-02,2,2
5R01AI070555-09,9,1
5R01HL090152-09,9,1
5R01DK070858-07,7,0
5R01HL119968-03,3,0
5R01CA178949-03,3,0
3R01DK099335-02S1,2,0
5R01AI064671-10,10,0
5R01GM040586-26,26,0
5R01AI041239-17,17,0
5R01CA164492-05,5,1
5R01DC012300-03,3,0
5R01GM059078-16,16,12
2R01DK059418-16A1,16,3
2R01DC004820-12,12,1
1R01ES024731-01A1,1,0
1R01DC014443-01A1,1,1
5R01MH102698-02,2,0
5R01DK067269-08,8,2
2R01GM019559-42,42,0
5R01HL114118-02,2,4
1R01HL122788-01A1,1,0
5R01AG045136-03,3,0
5R01GM098394-05,5,9
5R01HL111259-04,4,2
5R01CA163481-05,5,1
2R01GM060595-14,14,0
1R01HL129472-01,1,0
5R01NS046673-12,12,16
5R01DA033147-04,4,26
5R01GM100784-04,4,0
5R01ES022649-02,2,0
5R01NS078067-04,4,0
5R01EY024639-02,2,0
5R01CA171610-03,3,0
5R01GM050291-21,21,1
1R01GM116384-01A1,1,0
7R01AI056289-13,13,0
1R01NS088485-01A1,1,1
5R01CA190101-02,2,0
5R01DA010711-19,19,1
5R01AI097599-04,4,11
5R01HG007508-03,3,1
1R01AI120860-01,1,0
2R01DK084236-05A1,5,1
1R01GM112763-01A1,1,0
2R01CA148828-06A1,6,1
5R01ES022955-02,2,7
5R01NS056072-07,7,0
1R01GM115563-01,1,0
1R01GM117594-01,1,1
1R01CA189986-01A1,1,2
1R01EY025721-01,1,0
5R01GM103838-02,2,0
2R01GM080646-10,10,7
1R01GM115762-01,1,0
5R01GM108341-03,3,0
5R01GM085600-06,6,0
5R01DC011558-05,5,2
1R01HL125089-01,1,0
1R01AA022714-01A1,1,0
1R01DE024796-01,1,0
5R01MH093897-05,5,1
5R01HL120702-02,2,0
5R01TW008664-04,4,0
1R01AR067726-01,1,0
1R01AI116025-01,1,1
2R01MH092931-06,6,7
5R01CA161879-04,4,2
5R01EY024265-02,2,0
1R01MH105519-01,1,1
5R01EB016407-11,11,5
1R01NR015750-01,1,0
5R01CA173687-03,3,0
5R01GM025232-38,38,0
1R01EB020036-01A1,1,0
5R01GM079712-10,10,2
5R01HL119682-02,2,0
5R01MH099322-04,4,0
5R01HL116720-03,3,17
5R01MH097018-03,3,2
5R01CA181050-02,2,0
5R01AI032972-25,25,8
7R01AR060868-05,5,3
5R01EY014225-11,11,8
1R01DK107697-01,1,0
5R01GM089652-06,6,4
5R01DA036360-02,2,2
5R01CA178888-02,2,0
5R01HL119836-02,2,0
3R01DK099534-02S1,2,3
5R01HD081296-02,2,0
5R01HD069819-04,4,0
5R01DK094828-02,2,0
1R01HL126732-01,1,0
5R01CA149365-05,5,2
5R01HL114703-04,4,1
5R01HL085107-08,8,0
5R01CA172113-03,3,1
5R01DK098812-02,2,0
5R01HD067448-05,5,0
5R01AI095396-04,4,0
5R01HL111523-03,3,0
5R01CA157456-05,5,1
5R01DK076092-09,9,4
5R01HL117861-03,3,6
5R01GM049758-21,21,0
2R01DK088140-05A1,5,0
5R01NS077388-04,4,18
5R01AA020709-05,5,5
5R01AA022595-02,2,0
2R01NS051709-12A1,12,0
5R01GM046354-20,20,0
5R01CA108614-09,9,0
1R01CA184075-01A1,1,0
5R01EY022338-04,4,0
5R01DK097757-03,3,0
5R01DE024327-02,2,0
5R01NS078041-03,3,0
5R01EB016963-03,3,1
5R01HG003219-11,11,1
5R01AI083281-05,5,6
5R01GM096070-05,5,0
5R01CA188609-02,2,3
5R01CA086017-15,15,3
5R01DK099228-02,2,0
5R01CA169365-03,3,2
5R01HL056921-19,19,0
5R01CA082659-16,16,9
5R01HL112979-04,4,1
1R01HL129938-01,1,0
5R01MH095789-04,4,0
1R01CA189152-01A1,1,0
5R01NS073776-05,5,0
5R01GM111458-02,2,0
5R01HD076020-02,2,0
5R01CA181275-02,2,0
1R01NS093016-01,1,0
5R01DK051870-18,18,2
1R01NS091617-01A1,1,0
5R01NS070911-05,5,2
5R01DK033765-32,32,0
5R01AA021169-03,3,0
1R01DA040499-01,1,0
3R01GM113887-02S1,2,0
5R01DC005987-13,13,1
5R01CA055536-25,25,0
5R01NS089449-02,2,0
5R01HD069374-04,4,0
5R01EB017742-02,2,1
5R01NS062856-07,7,0
5R01AG040297-05,5,0
5R01DC012543-04,4,1
5R01DK100592-03,3,0
5R01DA015969-13,13,0
3R01NS047484-12S1,12,0
7R01DE024381-03,3,0
5R01ES022606-02,2,0
5R01CA176746-04,4,0
5R01MH094460-04,4,2
1R01NS092823-01,1,2
1R01ES023845-01A1,1,0
3R01HD071957-04S1,4,0
5R01HD080786-02,2,0
5R01MD009124-02,2,0
5R01CA163370-04,4,0
5R01AI103083-04,4,0
3R01DC006877-10S1,10,0
2R01NS037459-14A1,14,0
5R01ES004869-26,26,1
5R01EY006062-30,30,0
5R01HL121650-02,2,0
2R01HL096812-05,5,0
5R01CA122589-08,8,1
5R01HD034283-19,19,2
5R01CA184845-02,2,0
1R01AG047154-01A1,1,0
5R01DA036858-03,3,1
5R01HL060712-14,14,0
5R01CA093602-11,11,0
5R01DA035796-02,2,0
1R01AR067210-01,1,0
5R01DK033301-29,29,0
1R01GM116065-01A1,1,1
5R01CA166590-03,3,0
1R01AI120008-01,1,0
5R01DK099345-02,2,0
5R01AG025941-08,8,5
5R01HD071920-03,3,0
5R01CA175741-02,2,1
5R01NS082607-03,3,0
5R01DK094434-04,4,3
5R01CA158119-04,4,0
1R01CA182043-01A1,1,1
5R01MH095767-04,4,0
5R01EB015478-04,4,6
5R01NS080954-04,4,3
5R01AA021275-02,2,0
5R01CA083115-13,13,0
5R01HD067683-05,5,0
5R01HL122208-02,2,0
1R01CA183991-01A1,1,0
5R01NR014856-02,2,0
5R01GM053655-19,19,0
5R01HL118491-02,2,3
5R01CA078461-16,16,0
5R01GM100782-05,5,1
1R01MH107390-01,1,0
5R01GM101320-04,4,0
7R01HL119280-02,2,0
5R01GM107340-03,3,0
1R01DC013073-01A1,1,0
1R01GM114139-01,1,1
1R01MH107183-01,1,0
5R01AI089779-05,5,0
5R01DA033930-04,4,4
5R01AA020806-04,4,0
5R01NR012676-04,4,0
1R01DK103760-01A1,1,0
5R01NS086888-02,2,0
5R01HD072493-04,4,0
5R01DK048247-18,18,0
5R01NS075007-04,4,0
5R01HL081753-10,10,0
5R01AI112009-02,2,0
2R01DK091183-25,25,0
3R01HL117847-01A1S1,1,0
5R01GM100116-04,4,0
5R01MH100820-02,2,0
5R01CA177585-02,2,0
5R01MH059803-15,15,0
5R01DC013802-02,2,0
5R01CA183252-02,2,0
5R01HL090521-05,5,2
5R01CA160205-05,5,4
1R01CA193603-01A1,1,0
5R01GM084003-07,7,4
5R01GM108754-02,2,0
6R01NS082432-04,4,0
5R01CA190040-02,2,0
3R01HL096750-06S1,6,0
5R01HL108882-03,3,2
5R01HL110551-04,4,0
5R01CA149275-05,5,1
5R01AR066634-02,2,1
1R01GM115665-01,1,0
5R01DE024964-02,2,0
5R01MH102242-02,2,0
2R01DK083294-06,6,0
3R01HL118386-03S1,3,0
2R01HL056687-18,18,0
5R01HL033833-30,30,0
5R01AI043453-18,18,0
5R01EY014645-11,11,0
5R01NS087070-02,2,0
3R01GM099774-04S1,4,0
5R01GM103855-03,3,1
5R01NS085074-03,3,0
1R01GM112415-01A1,1,1
5R01HL113933-03,3,1
1R01GM112783-01,1,1
1R01HL129191-01,1,0
5R01DC013200-13,13,0
5R01AI025011-19,19,1
5R01NS080586-03,3,0
5R01DC000566-27,27,0
5R01AI095309-03,3,0
5R01HD075542-03,3,0
1R01HL125777-01A1,1,0
5R01AR053173-09,9,3
5R01NS083761-03,3,1
1R01NS092838-01,1,0
5R01AR049449-10,10,0
1R01AG047885-01A1,1,0
5R01CA142566-07,7,0
3R01HD076412-02S1,2,0
5R01CA190429-02,2,0
5R01MH097849-02,2,0
1R01CA183984-01A1,1,0
5R01GM099667-04,4,0
5R01AG040396-04,4,3
6R01DK098439-04,4,0
1R01CA187707-01A1,1,0
5R01GM099790-04,4,4
5R01NS036570-17,17,0
3R01GM098200-04S1,4,0
3R01AI049781-13S1,13,1
5R01HG000249-26,26,0
2R01GM082852-06A1,6,0
1R01HL128857-01,1,1
5R01NS086859-02,2,1
5R01EY021862-06,6,0
5R01CA164301-04,4,0
1R01CA199004-01,1,0
5R01ES023500-02,2,1
5R01NS056218-08,8,4
5R01NS060926-07,7,1
5R01DA033788-04,4,2
5R01CA181024-02,2,0
3R01CA160495-04S1,4,0
1R01AG049416-01,1,0
1R01AI116525-01,1,0
5R01GM111700-02,2,0
5R01DK054927-18,18,0
5R01GM104212-03,3,1
5R01AI097590-04,4,1
5R01AG037637-05,5,3
5R01MH094774-05,5,0
5R01CA188652-02,2,3
1R01AG049789-01,1,2
5R01NS072359-05,5,2
5R01HL067773-13,13,0
5R01MH101528-03,3,1
1R01DK101473-01A1,1,0
5R01LM011826-03,3,1
2R01AI077653-05A1,5,20
5R01DE022586-04,4,0
5R01HL113468-04,4,5
5R01DA030404-05,5,5
5R01CA085344-16,16,12
1R01AI111914-01A1,1,0
7R01AI021758-31,31,0
5R01MH095809-03,3,0
5R01HD056465-08,8,1
5R01DC014217-02,2,0
5R01HL123098-02,2,1
1R01AR067925-01,1,0
5R01AI099097-03,3,0
5R01EY015130-11,11,13
5R01MD009064-02,2,1
5R01CA165263-16,16,0
5R01AI097366-03,3,0
1R01DA040990-01,1,1
5R01GM066014-14,14,0
3R01AR055993-05S1,5,0
5R01AI096967-04,4,2
5R01NS086100-02,2,0
5R01GM061986-19,19,0
5R01CA154674-05,5,0
5R01AI095491-05,5,4
1R01HL126845-01,1,1
5R01CA181659-02,2,1
5R01AI098485-05,5,0
5R01HL113252-03,3,0
1R01CA196286-01A1,1,0
5R01AI108634-02,2,1
2R01DK088767-06A1,6,2
5R01HL115619-03,3,0
1R01AI110553-01A1,1,0
1R01DK106582-01,1,0
5R01AR055646-07,7,0
5R01GM077422-07,7,1
7R01AR063361-04,4,0
2R01CA055349-21A1,21,1
5R01GM075141-10,10,2
5R01AI026672-26,26,0
5R01AI072683-09,9,3
3R01GM111028-07S3,7,0
5R01DC013554-02,2,2
5R01EY009532-23,23,0
5R01GM053804-19,19,0
5R01GM100341-04,4,0
5R01GM098052-06,6,11
5R01DE022467-04,4,4
5R01HL118045-02,2,2
5R01CA163563-03,3,0
5R01DE015945-12,12,0
5R01CA182969-02,2,1
5R01HD072122-04,4,2
1R01AI118896-01,1,0
5R01AG044420-03,3,9
1R01NS092798-01,1,0
5R01AA020753-05,5,11
5R01MH094896-04,4,0
5R01ES017431-06,6,0
1R01NS089585-01A1,1,0
1R01GM114282-01,1,0
3R01AG048844-02S1,2,2
5R01NS088532-02,2,0
7R01AG037564-03,3,0
5R01AA020328-04,4,0
5R01CA075334-18,18,0
3R01AA021262-03S1,3,1
5R01AI053674-11,11,8
5R01GM078452-09,9,1
5R01GM103894-03,3,1
5R01HL124836-02,2,1
5R01GM104534-03,3,0
3R01CA172495-03S1,3,0
5R01EY004367-30,30,1
5R01HD059120-07,7,1
5R01CA172443-02,2,1
5R01HL116514-02,2,1
5R01DK057683-18,18,0
5R01ES012199-10,10,1
1R01EY024963-01,1,0
1R01HL125869-01A1,1,0
2R01DE014613-11A1,11,0
5R01CA164029-04,4,0
5R01AI091627-05,5,0
5R01DK089439-05,5,3
5R01EB011524-07,7,7
5R01CA177646-02,2,0
5R01DK098032-04,4,2
5R01AA012337-12,12,0
